"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-HF-HRRP,452,,1.0883,24.8286,22.8133,118,07/01/2017,12/01/2019
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-HIP-KNEE-HRRP,N/A,,1.1614,5.4276,4.6732,Too Few to Report,07/01/2017,12/01/2019
BAYSHORE MEDICAL CENTER,310112,NJ,READM-30-PN-HRRP,562,,1.0361,19.1066,18.4410,110,07/01/2017,12/01/2019
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-AMI-HRRP,85,,1.0291,19.0841,18.5441,18,07/01/2017,12/01/2019
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-COPD-HRRP,258,,0.9306,19.1567,20.5851,43,07/01/2017,12/01/2019
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-HF-HRRP,476,,0.9377,21.6988,23.1395,99,07/01/2017,12/01/2019
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-HIP-KNEE-HRRP,N/A,,0.9727,4.6634,4.7943,Too Few to Report,07/01/2017,12/01/2019
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,READM-30-PN-HRRP,402,,0.9133,16.0405,17.5625,58,07/01/2017,12/01/2019
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-AMI-HRRP,N/A,,0.9956,16.4832,16.5566,Too Few to Report,07/01/2017,12/01/2019
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-COPD-HRRP,97,,0.9954,17.9420,18.0253,17,07/01/2017,12/01/2019
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-HF-HRRP,335,,0.9605,18.9768,19.7578,61,07/01/2017,12/01/2019
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-HIP-KNEE-HRRP,N/A,,0.9769,3.8952,3.9875,Too Few to Report,07/01/2017,12/01/2019
HACKETTSTOWN MEDICAL CENTER,310115,NJ,READM-30-PN-HRRP,305,,0.9790,14.9127,15.2326,44,07/01/2017,12/01/2019
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-COPD-HRRP,57,,1.0849,22.0527,20.3278,20,07/01/2017,12/01/2019
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-HF-HRRP,76,,1.0552,24.1170,22.8548,22,07/01/2017,12/01/2019
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HUDSON REGIONAL HOSPITAL,310118,NJ,READM-30-PN-HRRP,90,,1.1441,18.1044,15.8237,26,07/01/2017,12/01/2019
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-AMI-HRRP,N/A,,1.0530,19.8782,18.8772,Too Few to Report,07/01/2017,12/01/2019
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-CABG-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-COPD-HRRP,N/A,,1.0098,22.5997,22.3806,Too Few to Report,07/01/2017,12/01/2019
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-HF-HRRP,61,,1.0894,24.8972,22.8542,21,07/01/2017,12/01/2019
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
THE UNIVERSITY HOSPITAL,310119,NJ,READM-30-PN-HRRP,61,,1.0447,19.2444,18.4204,15,07/01/2017,12/01/2019
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-AMI-HRRP,N/A,,0.9486,19.0093,20.0396,Too Few to Report,07/01/2017,12/01/2019
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-COPD-HRRP,109,,1.0158,20.7193,20.3970,24,07/01/2017,12/01/2019
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-HF-HRRP,197,,0.9849,21.3237,21.6513,41,07/01/2017,12/01/2019
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-HIP-KNEE-HRRP,342,,1.1852,5.2433,4.4240,21,07/01/2017,12/01/2019
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,READM-30-PN-HRRP,333,,0.9578,16.2476,16.9628,51,07/01/2017,12/01/2019
UNM HOSPITAL,320001,NM,READM-30-AMI-HRRP,N/A,,0.9625,13.5360,14.0632,Too Few to Report,07/01/2017,12/01/2019
UNM HOSPITAL,320001,NM,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
UNM HOSPITAL,320001,NM,READM-30-COPD-HRRP,N/A,,0.9305,19.8061,21.2851,Too Few to Report,07/01/2017,12/01/2019
UNM HOSPITAL,320001,NM,READM-30-HF-HRRP,163,,0.8501,19.4038,22.8246,21,07/01/2017,12/01/2019
UNM HOSPITAL,320001,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
UNM HOSPITAL,320001,NM,READM-30-PN-HRRP,143,,0.9497,17.3073,18.2242,21,07/01/2017,12/01/2019
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-AMI-HRRP,239,,0.8611,10.9931,12.7663,18,07/01/2017,12/01/2019
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-COPD-HRRP,144,,0.8777,16.0336,18.2675,12,07/01/2017,12/01/2019
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-HF-HRRP,220,,0.8094,17.0695,21.0895,24,07/01/2017,12/01/2019
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.8372,3.0156,3.6019,Too Few to Report,07/01/2017,12/01/2019
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-PN-HRRP,324,,0.8210,12.1957,14.8542,26,07/01/2017,12/01/2019
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-COPD-HRRP,N/A,,1.0112,17.7330,17.5362,Too Few to Report,07/01/2017,12/01/2019
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-HF-HRRP,N/A,,0.9527,18.6660,19.5930,Too Few to Report,07/01/2017,12/01/2019
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-PN-HRRP,N/A,,0.9776,14.2615,14.5876,Too Few to Report,07/01/2017,12/01/2019
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-AMI-HRRP,N/A,,0.9365,13.9685,14.9158,Too Few to Report,07/01/2017,12/01/2019
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-COPD-HRRP,105,,0.9619,17.5066,18.1998,15,07/01/2017,12/01/2019
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-HF-HRRP,110,,0.9676,19.1993,19.8429,19,07/01/2017,12/01/2019
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.9422,4.5096,4.7863,Too Few to Report,07/01/2017,12/01/2019
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-PN-HRRP,172,,0.9513,16.0324,16.8537,24,07/01/2017,12/01/2019
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-AMI-HRRP,208,,0.8878,11.8863,13.3884,18,07/01/2017,12/01/2019
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-COPD-HRRP,320,,0.9208,17.2452,18.7291,48,07/01/2017,12/01/2019
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-HF-HRRP,335,,0.9273,18.1449,19.5672,56,07/01/2017,12/01/2019
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-HIP-KNEE-HRRP,370,,1.2571,5.1065,4.0622,23,07/01/2017,12/01/2019
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,READM-30-PN-HRRP,417,,0.9898,16.2412,16.4078,67,07/01/2017,12/01/2019
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-AMI-HRRP,108,,0.9647,15.8676,16.4488,15,07/01/2017,12/01/2019
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-COPD-HRRP,130,,0.9615,17.2032,17.8923,19,07/01/2017,12/01/2019
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-HF-HRRP,194,,1.0225,22.4350,21.9415,45,07/01/2017,12/01/2019
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.9672,3.4489,3.5658,Too Few to Report,07/01/2017,12/01/2019
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-PN-HRRP,172,,0.9251,14.8032,16.0023,20,07/01/2017,12/01/2019
LOVELACE MEDICAL CENTER,320009,NM,READM-30-AMI-HRRP,447,,0.9587,13.5152,14.0969,58,07/01/2017,12/01/2019
LOVELACE MEDICAL CENTER,320009,NM,READM-30-CABG-HRRP,139,,0.9012,10.9239,12.1215,13,07/01/2017,12/01/2019
LOVELACE MEDICAL CENTER,320009,NM,READM-30-COPD-HRRP,79,,1.0012,18.8471,18.8238,15,07/01/2017,12/01/2019
LOVELACE MEDICAL CENTER,320009,NM,READM-30-HF-HRRP,419,,1.0220,21.3786,20.9192,91,07/01/2017,12/01/2019
LOVELACE MEDICAL CENTER,320009,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.9409,3.3690,3.5806,Too Few to Report,07/01/2017,12/01/2019
LOVELACE MEDICAL CENTER,320009,NM,READM-30-PN-HRRP,223,,1.0201,16.4066,16.0838,38,07/01/2017,12/01/2019
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-COPD-HRRP,58,,1.0196,17.8086,17.4655,12,07/01/2017,12/01/2019
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-HF-HRRP,N/A,,0.9370,20.0776,21.4281,Too Few to Report,07/01/2017,12/01/2019
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-HIP-KNEE-HRRP,N/A,,1.2131,4.6958,3.8708,Too Few to Report,07/01/2017,12/01/2019
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-PN-HRRP,N/A,,0.9167,12.9437,14.1206,Too Few to Report,07/01/2017,12/01/2019
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-COPD-HRRP,N/A,,0.9803,16.7159,17.0515,Too Few to Report,07/01/2017,12/01/2019
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-HF-HRRP,N/A,,1.0134,17.1288,16.9015,Too Few to Report,07/01/2017,12/01/2019
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.8711,3.1450,3.6102,Too Few to Report,07/01/2017,12/01/2019
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-PN-HRRP,97,,0.9783,12.8688,13.1546,11,07/01/2017,12/01/2019
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-AMI-HRRP,146,,1.0669,15.2221,14.2673,26,07/01/2017,12/01/2019
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-COPD-HRRP,138,,0.9993,20.3360,20.3504,28,07/01/2017,12/01/2019
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-HF-HRRP,204,,0.9550,20.0965,21.0432,38,07/01/2017,12/01/2019
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.9969,4.0451,4.0579,Too Few to Report,07/01/2017,12/01/2019
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-PN-HRRP,318,,1.0595,16.9380,15.9864,58,07/01/2017,12/01/2019
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-AMI-HRRP,453,,1.0456,13.5675,12.9756,64,07/01/2017,12/01/2019
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-CABG-HRRP,96,,1.1008,12.4710,11.3287,14,07/01/2017,12/01/2019
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-COPD-HRRP,316,,0.9311,17.1414,18.4107,48,07/01/2017,12/01/2019
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-HF-HRRP,692,,0.8757,18.4322,21.0479,119,07/01/2017,12/01/2019
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-HIP-KNEE-HRRP,1041,,0.9909,3.6659,3.6998,38,07/01/2017,12/01/2019
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-PN-HRRP,787,,0.8820,13.6890,15.5211,99,07/01/2017,12/01/2019
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-COPD-HRRP,126,,0.9380,17.0908,18.2202,16,07/01/2017,12/01/2019
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-HF-HRRP,N/A,,0.9398,19.4744,20.7219,Too Few to Report,07/01/2017,12/01/2019
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-PN-HRRP,188,,0.8807,14.3337,16.2757,18,07/01/2017,12/01/2019
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-COPD-HRRP,N/A,,1.0036,15.8259,15.7693,Too Few to Report,07/01/2017,12/01/2019
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-HIP-KNEE-HRRP,N/A,,1.0074,3.8358,3.8075,Too Few to Report,07/01/2017,12/01/2019
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-PN-HRRP,65,,1.0308,13.7581,13.3473,11,07/01/2017,12/01/2019
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-PN-HRRP,N/A,,0.9507,13.3205,14.0109,Too Few to Report,07/01/2017,12/01/2019
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-COPD-HRRP,N/A,,0.9815,14.5476,14.8216,Too Few to Report,07/01/2017,12/01/2019
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-HF-HRRP,74,,1.0333,20.1109,19.4636,17,07/01/2017,12/01/2019
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-PN-HRRP,166,,0.9373,15.4241,16.4561,21,07/01/2017,12/01/2019
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-PN-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-PN-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-HF-HRRP,48,,1.0646,20.8025,19.5404,14,07/01/2017,12/01/2019
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-PN-HRRP,86,,1.0131,12.9390,12.7720,12,07/01/2017,12/01/2019
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,READM-30-PN-HRRP,N/A,,1.0069,13.0519,12.9620,Too Few to Report,07/01/2017,12/01/2019
GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-HF-HRRP,N/A,,0.9983,18.0453,18.0759,Too Few to Report,07/01/2017,12/01/2019
GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-PN-HRRP,116,,1.0219,13.3907,13.1040,17,07/01/2017,12/01/2019
CROWNPOINT PHS INDIAN HOSPITAL,320062,NM,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CROWNPOINT PHS INDIAN HOSPITAL,320062,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CROWNPOINT PHS INDIAN HOSPITAL,320062,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CROWNPOINT PHS INDIAN HOSPITAL,320062,NM,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CROWNPOINT PHS INDIAN HOSPITAL,320062,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CROWNPOINT PHS INDIAN HOSPITAL,320062,NM,READM-30-PN-HRRP,N/A,,1.0161,12.3066,12.1114,Too Few to Report,07/01/2017,12/01/2019
CARLSBAD MEDICAL CENTER,320063,NM,READM-30-AMI-HRRP,N/A,,0.9528,11.7166,12.2977,Too Few to Report,07/01/2017,12/01/2019
CARLSBAD MEDICAL CENTER,320063,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CARLSBAD MEDICAL CENTER,320063,NM,READM-30-COPD-HRRP,66,,1.0130,15.0594,14.8664,11,07/01/2017,12/01/2019
CARLSBAD MEDICAL CENTER,320063,NM,READM-30-HF-HRRP,89,,1.0554,18.6537,17.6744,20,07/01/2017,12/01/2019
CARLSBAD MEDICAL CENTER,320063,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CARLSBAD MEDICAL CENTER,320063,NM,READM-30-PN-HRRP,173,,0.9556,13.9467,14.5943,21,07/01/2017,12/01/2019
COVENANT HEALTH HOBBS HOSPITAL,320065,NM,READM-30-AMI-HRRP,N/A,,0.9660,13.2095,13.6741,Too Few to Report,07/01/2017,12/01/2019
COVENANT HEALTH HOBBS HOSPITAL,320065,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
COVENANT HEALTH HOBBS HOSPITAL,320065,NM,READM-30-COPD-HRRP,N/A,,0.9865,17.5384,17.7790,Too Few to Report,07/01/2017,12/01/2019
COVENANT HEALTH HOBBS HOSPITAL,320065,NM,READM-30-HF-HRRP,81,,1.0510,21.8924,20.8298,21,07/01/2017,12/01/2019
COVENANT HEALTH HOBBS HOSPITAL,320065,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
COVENANT HEALTH HOBBS HOSPITAL,320065,NM,READM-30-PN-HRRP,N/A,,0.9641,14.9571,15.5142,Too Few to Report,07/01/2017,12/01/2019
GUADALUPE COUNTY HOSPITAL,320067,NM,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
GUADALUPE COUNTY HOSPITAL,320067,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
GUADALUPE COUNTY HOSPITAL,320067,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
