"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Start Date","PSI 90 End Date","PSI 90 W Z Score","PSI 90 Footnote","CLABSI W Z Score","CLABSI Footnote","CAUTI W Z Score","CAUTI Footnote","SSI W Z Score","SSI Footnote","MRSA W Z Score","MRSA Footnote","CDI W Z Score","CDI Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
ST ANTHONY COMMUNITY HOSPITAL,330205,NY,2022,07/01/2018,12/31/2019,-0.6169,,N/A,5,N/A,5,N/A,5,N/A,5,-0.7001,,01/01/2019,12/31/2019,-0.6585,,No,
ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,2022,07/01/2018,12/31/2019,-1.3794,,-1.2914,,1.5854,,0.3550,,-1.4021,,-0.3346,,01/01/2019,12/31/2019,-0.4112,,No,
CLAXTON-HEPBURN MEDICAL CENTER,330211,NY,2022,07/01/2018,12/31/2019,0.8639,,2.2860,,-1.4169,,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,0.9539,,Yes,
NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,330214,NY,2022,07/01/2018,12/31/2019,-1.4951,,0.3684,,-0.1722,,-0.2576,,-0.6381,,0.1600,,01/01/2019,12/31/2019,-0.3391,,No,
"ROME MEMORIAL HOSPITAL, INC",330215,NY,2022,07/01/2018,12/31/2019,2.3958,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,2.2393,,Yes,
OSWEGO HOSPITAL,330218,NY,2022,07/01/2018,12/31/2019,-0.4371,,N/A,5,-1.4169,,2.0963,,N/A,5,-0.5465,,01/01/2019,12/31/2019,-0.0761,,No,
ERIE COUNTY MEDICAL CENTER,330219,NY,2022,07/01/2018,12/31/2019,2.3958,,-0.6259,,-0.5181,,-0.1103,,0.2191,,0.0279,,01/01/2019,12/31/2019,0.2314,,No,
WYCKOFF HEIGHTS MEDICAL CENTER,330221,NY,2022,07/01/2018,12/31/2019,0.7921,,-0.1849,,0.9459,,1.0031,,0.1671,,-0.4973,,01/01/2019,12/31/2019,0.3710,,Yes,
SARATOGA HOSPITAL,330222,NY,2022,07/01/2018,12/31/2019,-0.6788,,0.0160,,0.1094,,2.0963,,-0.5485,,-0.5066,,01/01/2019,12/31/2019,0.0813,,No,
MASSENA HOSPITAL INC,330223,NY,2022,07/01/2018,12/31/2019,-0.2886,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,0.8971,,Yes,
HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,330224,NY,2022,07/01/2018,12/31/2019,-0.3523,,N/A,5,N/A,5,N/A,5,N/A,5,-0.3530,,01/01/2019,12/31/2019,-0.3526,,No,
UNITY HOSPITAL,330226,NY,2022,07/01/2018,12/31/2019,-0.6271,,-0.3975,,0.3547,,-0.8363,,-0.0445,,0.7313,,01/01/2019,12/31/2019,-0.1366,,No,
"BROOKS-TLC HOSPITAL SYSTEM, INC",330229,NY,2022,07/01/2018,12/31/2019,-0.2732,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.9673,,No,
QUEENS HOSPITAL CENTER,330231,NY,2022,07/01/2018,12/31/2019,-0.4677,,-0.7046,,0.7308,,-0.4572,,-0.2938,,-0.3837,,01/01/2019,12/31/2019,-0.2627,,No,
BROOKDALE HOSPITAL MEDICAL CENTER,330233,NY,2022,07/01/2018,12/31/2019,2.3958,,0.4353,,0.4814,,0.7645,,0.1044,,-1.0594,,01/01/2019,12/31/2019,0.5203,,Yes,
WESTCHESTER MEDICAL CENTER,330234,NY,2022,07/01/2018,12/31/2019,2.3958,,0.2680,,0.7086,,0.4735,,1.9104,,1.2934,,01/01/2019,12/31/2019,1.1749,,Yes,
AUBURN  COMMUNITY  HOSPITAL,330235,NY,2022,07/01/2018,12/31/2019,-0.9800,,N/A,5,-0.6628,,N/A,5,N/A,5,0.6391,,01/01/2019,12/31/2019,-0.3346,,No,
NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,330236,NY,2022,07/01/2018,12/31/2019,2.2058,,-0.1514,,0.4794,,-0.8431,,-0.7924,,0.8173,,01/01/2019,12/31/2019,0.2859,,No,
NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,2022,07/01/2018,12/31/2019,-0.0901,,N/A,5,N/A,5,N/A,5,N/A,5,-1.0164,,01/01/2019,12/31/2019,-0.5533,,No,
UPMC CHAUTAUQUA AT WCA,330239,NY,2022,07/01/2018,12/31/2019,-0.8809,,2.2860,,-0.0354,,-0.1848,,0.2174,,0.5132,,01/01/2019,12/31/2019,0.3192,,Yes,
HARLEM HOSPITAL CENTER,330240,NY,2022,07/01/2018,12/31/2019,0.9213,,-0.3050,,-0.6146,,1.5531,,1.0585,,-0.4113,,01/01/2019,12/31/2019,0.3670,,Yes,
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,330241,NY,2022,07/01/2018,12/31/2019,2.3958,,-0.5058,,1.1088,,1.1470,,-0.1844,,0.1170,,01/01/2019,12/31/2019,0.6797,,Yes,
ST ELIZABETH MEDICAL CENTER,330245,NY,2022,07/01/2018,12/31/2019,2.3958,,2.0380,,2.0318,,-0.6045,,0.4075,,1.9200,,01/01/2019,12/31/2019,1.3648,,Yes,
ST CHARLES HOSPITAL,330246,NY,2022,07/01/2018,12/31/2019,0.8921,,-1.2914,,1.1752,,-1.3575,,-0.7134,,0.8664,,01/01/2019,12/31/2019,-0.0714,,No,
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,330250,NY,2022,07/01/2018,12/31/2019,-0.9702,,-0.1750,,-1.4169,,1.5108,,-0.1180,,1.6374,,01/01/2019,12/31/2019,0.0780,,No,
MERCY MEDICAL CENTER,330259,NY,2022,07/01/2018,12/31/2019,2.3958,,-1.2914,,-1.4169,,-0.3100,,-1.4021,,-0.4881,,01/01/2019,12/31/2019,-0.4188,,No,
PHELPS MEMORIAL HOSPITAL CENTER,330261,NY,2022,07/01/2018,12/31/2019,-0.5427,,0.8763,,2.1907,,-1.3575,,-1.4021,,-0.0827,,01/01/2019,12/31/2019,-0.0530,,No,
ST LUKE'S CORNWALL HOSPITAL,330264,NY,2022,07/01/2018,12/31/2019,2.3958,,-1.2914,,-1.4169,,-0.5199,,-0.5072,,0.0279,,01/01/2019,12/31/2019,-0.2186,,No,
CLIFTON SPRINGS HOSPITAL AND CLINIC,330265,NY,2022,07/01/2018,12/31/2019,0.9695,,N/A,5,N/A,5,N/A,5,N/A,5,-0.7431,,01/01/2019,12/31/2019,0.1132,,No,
HUDSON VALLEY HOSPITAL CENTER,330267,NY,2022,07/01/2018,12/31/2019,-0.9647,,-1.2914,,1.4426,,-0.2457,,2.1722,,0.8357,,01/01/2019,12/31/2019,0.3248,,Yes,
HOSPITAL FOR SPECIAL SURGERY,330270,NY,2022,07/01/2018,12/31/2019,-1.4951,,-0.4743,,-0.0897,,N/A,5,-1.4021,,-0.5680,,01/01/2019,12/31/2019,-0.8058,,No,
PUTNAM HOSPITAL CENTER,330273,NY,2022,07/01/2018,12/31/2019,-0.2645,,-1.2914,,-0.4517,,0.2112,,N/A,5,-0.4697,,01/01/2019,12/31/2019,-0.4532,,No,
NATHAN LITTAUER HOSPITAL,330276,NY,2022,07/01/2018,12/31/2019,-0.2512,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,0.9158,,Yes,
CORNING HOSPITAL,330277,NY,2022,07/01/2018,12/31/2019,-0.5020,,N/A,5,-0.1360,,N/A,5,N/A,5,0.5931,,01/01/2019,12/31/2019,-0.0150,,No,
MERCY HOSPITAL OF BUFFALO,330279,NY,2022,07/01/2018,12/31/2019,2.3958,,-0.6535,,-0.6387,,-0.1865,,-0.7421,,-0.1748,,01/01/2019,12/31/2019,0.0000,,No,
STRONG MEMORIAL HOSPITAL,330285,NY,2022,07/01/2018,12/31/2019,0.7514,,0.0337,,0.5779,,1.7020,,-0.3996,,0.8265,,01/01/2019,12/31/2019,0.5820,,Yes,
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,330286,NY,2022,07/01/2018,12/31/2019,2.3958,,-0.6515,,-0.2767,,0.5175,,1.7543,,0.1385,,01/01/2019,12/31/2019,0.6463,,Yes,
WHITE PLAINS HOSPITAL CENTER,330304,NY,2022,07/01/2018,12/31/2019,0.6190,,-0.4723,,0.1637,,-0.6958,,0.0900,,-0.7431,,01/01/2019,12/31/2019,-0.1731,,No,
CAYUGA MEDICAL CENTER AT ITHACA,330307,NY,2022,07/01/2018,12/31/2019,0.9202,,0.0731,,2.0419,,0.9320,,-1.4021,,-0.3161,,01/01/2019,12/31/2019,0.3748,,Yes,
PLAINVIEW HOSPITAL,330331,NY,2022,07/01/2018,12/31/2019,-0.1897,,0.6165,,-0.2627,,-0.7703,,1.0423,,-0.3837,,01/01/2019,12/31/2019,0.0087,,No,
CHSLI ST JOSEPH HOSPITAL,330332,NY,2022,07/01/2018,12/31/2019,2.0469,,-1.2914,,-0.6447,,N/A,5,1.4441,,-0.6202,,01/01/2019,12/31/2019,0.1869,,No,
SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN,330350,NY,2022,07/01/2018,12/31/2019,2.3958,,0.3526,,0.8112,,1.2096,,-0.4606,,-0.2516,,01/01/2019,12/31/2019,0.6762,,Yes,
NORTH CENTRAL BRONX HOSPITAL,330385,NY,2022,07/01/2018,12/31/2019,-0.2395,,N/A,5,0.2501,,N/A,5,0.0308,,-0.7369,,01/01/2019,12/31/2019,-0.1739,,No,
GARNET HEALTH  MEDICAL CENTER CATSKILLS - (CSK),330386,NY,2022,07/01/2018,12/31/2019,-0.1635,,N/A,5,1.0887,,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,1.0027,,Yes,
SUNY/STONY BROOK UNIVERSITY HOSPITAL,330393,NY,2022,07/01/2018,12/31/2019,1.7303,,0.1380,,-0.3310,,1.5514,,0.6388,,1.1060,,01/01/2019,12/31/2019,0.8056,,Yes,
"UNITED HEALTH SERVICES HOSPITALS, INC",330394,NY,2022,07/01/2018,12/31/2019,0.6551,,0.0809,,0.4030,,0.3127,,0.9849,,0.6975,,01/01/2019,12/31/2019,0.5223,,Yes,
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,330395,NY,2022,07/01/2018,12/31/2019,1.3800,,0.4550,,-0.3451,,-1.3575,,0.7052,,-0.2056,,01/01/2019,12/31/2019,0.1053,,No,
WOODHULL MEDICAL & MENTAL HEALTH CENTER,330396,NY,2022,07/01/2018,12/31/2019,0.6002,,0.7562,,-0.0696,,N/A,5,0.9096,,0.1446,,01/01/2019,12/31/2019,0.4682,,Yes,
ST BARNABAS HOSPITAL,330399,NY,2022,07/01/2018,12/31/2019,0.4376,,0.2325,,0.0752,,-1.3575,,0.4935,,-1.0257,,01/01/2019,12/31/2019,-0.1907,,No,
ST CATHERINE OF SIENA HOSPITAL,330401,NY,2022,07/01/2018,12/31/2019,1.9052,,-1.2914,,0.1255,,0.9337,,-0.8103,,-0.6816,,01/01/2019,12/31/2019,0.0302,,No,
MONROE COMMUNITY HOSPITAL,330403,NY,2022,07/01/2018,12/31/2019,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
HELEN HAYES HOSPITAL,330405,NY,2022,07/01/2018,12/31/2019,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,330406,NY,2022,07/01/2018,12/31/2019,-0.2147,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.9381,,No,
UNITY SPECIALTY HOSPITAL,330411,NY,2022,07/01/2018,12/31/2019,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
CAROLINAS MEDICAL CENTER-NORTHEAST,340001,NC,2022,07/01/2018,12/31/2019,0.5404,,1.6383,,-0.6930,,0.7171,,0.0237,,-0.3745,,01/01/2019,12/31/2019,0.3087,,Yes,
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,340002,NC,2022,07/01/2018,12/31/2019,-1.3928,,0.4924,,-0.2606,,0.2619,,-0.5556,,1.0784,,01/01/2019,12/31/2019,-0.0627,,No,
NORTHERN REGIONAL HOSPITAL,340003,NC,2022,07/01/2018,12/31/2019,-0.8942,,N/A,5,0.3527,,0.9270,,N/A,5,0.1385,,01/01/2019,12/31/2019,0.1310,,No,
HIGH POINT REGIONAL HEALTH SYSTEM,340004,NC,2022,07/01/2018,12/31/2019,-0.7036,,0.3487,,0.5478,,0.7442,,-0.0050,,-0.4820,,01/01/2019,12/31/2019,0.0750,,No,
SCOTLAND MEMORIAL HOSPITAL,340008,NC,2022,07/01/2018,12/31/2019,-0.4117,,N/A,5,-1.4169,,-1.3575,,-1.4021,,-0.8260,,01/01/2019,12/31/2019,-1.0829,,No,
WAYNE MEMORIAL HOSPITAL,340010,NC,2022,07/01/2018,12/31/2019,-0.4911,,0.9551,,-0.1118,,0.8576,,1.5015,,0.7251,,01/01/2019,12/31/2019,0.5727,,Yes,
RUTHERFORD REGIONAL MEDICAL CENTER,340013,NC,2022,07/01/2018,12/31/2019,0.2340,,0.6027,,2.1907,,1.0826,,N/A,5,1.4838,,01/01/2019,12/31/2019,1.1188,,Yes,
NOVANT HEALTH FORSYTH MEDICAL CENTER,340014,NC,2022,07/01/2018,12/31/2019,-1.4379,,0.1361,,0.4512,,-0.3185,,0.2174,,-0.6571,,01/01/2019,12/31/2019,-0.2681,,No,
NOVANT HEALTH ROWAN MEDICAL CENTER,340015,NC,2022,07/01/2018,12/31/2019,-0.8486,,-1.2914,,0.7207,,-0.8329,,1.2988,,-1.6615,,01/01/2019,12/31/2019,-0.4358,,No,
HARRIS REGIONAL HOSPITAL,340016,NC,2022,07/01/2018,12/31/2019,0.6493,,-1.2914,,-1.4169,,0.3009,,N/A,5,1.4285,,01/01/2019,12/31/2019,-0.0659,,No,
MARGARET R PARDEE MEMORIAL HOSPITAL,340017,NC,2022,07/01/2018,12/31/2019,-0.0504,,1.5832,,0.7911,,-0.8820,,-0.0463,,0.3995,,01/01/2019,12/31/2019,0.2992,,No,
CENTRAL CAROLINA HOSPITAL,340020,NC,2022,07/01/2018,12/31/2019,0.3439,,N/A,5,0.1234,,-0.0782,,N/A,5,-0.7584,,01/01/2019,12/31/2019,-0.0923,,No,
ATRIUM HEALTH CLEVELAND,340021,NC,2022,07/01/2018,12/31/2019,-0.3603,,-0.7814,,1.1531,,1.3585,,-0.0086,,-0.5250,,01/01/2019,12/31/2019,0.1394,,No,
PARK RIDGE HEALTH,340023,NC,2022,07/01/2018,12/31/2019,-0.7238,,N/A,5,-0.0616,,-0.4403,,N/A,5,-0.7400,,01/01/2019,12/31/2019,-0.4914,,No,
SAMPSON REGIONAL MEDICAL CENTER,340024,NC,2022,07/01/2018,12/31/2019,-0.3401,,N/A,5,-0.1661,,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,0.5255,,Yes,
UNC LENOIR HEALTH CARE,340027,NC,2022,07/01/2018,12/31/2019,-0.8883,,-0.2183,,1.9755,,-0.6772,,-1.4021,,1.0169,,01/01/2019,12/31/2019,-0.0323,,No,
CAPE FEAR VALLEY MEDICAL CENTER,340028,NC,2022,07/01/2018,12/31/2019,2.2872,,0.5456,,-0.2968,,-0.3777,,-0.0445,,0.5593,,01/01/2019,12/31/2019,0.4455,,Yes,
DUKE UNIVERSITY HOSPITAL,340030,NC,2022,07/01/2018,12/31/2019,0.1438,,0.5475,,-0.0917,,-0.1205,,-0.2436,,1.3026,,01/01/2019,12/31/2019,0.2564,,No,
CAROMONT REGIONAL MEDICAL CENTER,340032,NC,2022,07/01/2018,12/31/2019,-1.3559,,-1.2914,,-1.1475,,0.1706,,-0.9215,,-1.1516,,01/01/2019,12/31/2019,-0.9495,,No,
IREDELL MEMORIAL HOSPITAL INC,340039,NC,2022,07/01/2018,12/31/2019,-0.0893,,0.1164,,-0.7956,,1.8915,,-1.4021,,1.9875,,01/01/2019,12/31/2019,0.2847,,No,
VIDANT MEDICAL CENTER,340040,NC,2022,07/01/2018,12/31/2019,2.2570,,0.3270,,1.6679,,1.3517,,-0.0409,,-0.4666,,01/01/2019,12/31/2019,0.8493,,Yes,
CALDWELL MEMORIAL HOSPITAL,340041,NC,2022,07/01/2018,12/31/2019,-0.8126,,0.0002,,1.5492,,-1.3575,,N/A,5,0.1292,,01/01/2019,12/31/2019,-0.0983,,No,
ONSLOW MEMORIAL HOSPITAL,340042,NC,2022,07/01/2018,12/31/2019,1.5194,,N/A,5,2.1907,,0.8627,,1.3275,,2.0828,,01/01/2019,12/31/2019,1.5966,,Yes,
NORTH CAROLINA BAPTIST HOSPITAL,340047,NC,2022,07/01/2018,12/31/2019,1.0408,,1.1520,,-0.7131,,-0.1611,,1.8584,,-0.1503,,01/01/2019,12/31/2019,0.5044,,Yes,
NORTH CAROLINA SPECIALTY HOSPITAL,340049,NC,2022,07/01/2018,12/31/2019,-0.3127,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.3127,,No,
SOUTHEASTERN REGIONAL MEDICAL CENTER,340050,NC,2022,07/01/2018,12/31/2019,-0.3108,,2.2860,,-0.1681,,0.3787,,-0.8103,,-0.6632,,01/01/2019,12/31/2019,0.1187,,No,
WATAUGA MEDICAL CENTER,340051,NC,2022,07/01/2018,12/31/2019,-1.1313,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,0.4757,,Yes,
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,340053,NC,2022,07/01/2018,12/31/2019,-0.2310,,0.6499,,0.0189,,-0.1577,,-0.3386,,-0.8751,,01/01/2019,12/31/2019,-0.1556,,No,
UNC ROCKINGHAM,340060,NC,2022,07/01/2018,12/31/2019,1.0127,,N/A,5,-1.4169,,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.6886,,No,
UNIVERSITY OF NORTH CAROLINA HOSPITAL,340061,NC,2022,07/01/2018,12/31/2019,2.3958,,0.8586,,-0.0535,,1.1503,,-0.7852,,0.2890,,01/01/2019,12/31/2019,0.6425,,Yes,
WILKES REGIONAL MEDICAL CENTER,340064,NC,2022,07/01/2018,12/31/2019,-0.3659,,-1.2914,,0.1375,,N/A,5,N/A,5,-0.0059,,01/01/2019,12/31/2019,-0.3814,,No,
COLUMBUS REGIONAL HEALTHCARE SYSTEM,340068,NC,2022,07/01/2018,12/31/2019,0.4656,,0.3349,,N/A,5,-1.3575,,N/A,5,-0.3161,,01/01/2019,12/31/2019,-0.2183,,No,
"WAKEMED, RALEIGH CAMPUS",340069,NC,2022,07/01/2018,12/31/2019,-0.6945,,1.2248,,0.1777,,1.2553,,0.0506,,-0.2916,,01/01/2019,12/31/2019,0.2871,,No,
ALAMANCE REGIONAL MEDICAL CENTER,340070,NC,2022,07/01/2018,12/31/2019,0.5958,,-0.8366,,-0.5985,,1.5886,,-0.7063,,-0.2578,,01/01/2019,12/31/2019,-0.0358,,No,
BETSY JOHNSON REGIONAL HOSPITAL,340071,NC,2022,07/01/2018,12/31/2019,0.1801,,0.3152,,2.1907,,N/A,5,N/A,5,0.3842,,01/01/2019,12/31/2019,0.7675,,Yes,
DUKE HEALTH RALEIGH HOSPITAL,340073,NC,2022,07/01/2018,12/31/2019,-1.4951,,0.9649,,1.5955,,-0.5435,,-0.0176,,-1.0379,,01/01/2019,12/31/2019,-0.0890,,No,
CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,340075,NC,2022,07/01/2018,12/31/2019,-0.0770,,1.2780,,-0.0616,,0.8931,,-0.4391,,0.3873,,01/01/2019,12/31/2019,0.3301,,Yes,
ATRIUM HEALTH ANSON,340084,NC,2022,07/01/2018,12/31/2019,0.0503,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0503,,No,
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,340085,NC,2022,07/01/2018,12/31/2019,-0.5676,,N/A,5,N/A,5,0.5818,,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.5491,,No,
THE MCDOWELL HOSPITAL,340087,NC,2022,07/01/2018,12/31/2019,-0.3023,,N/A,5,N/A,5,2.0963,,N/A,5,-0.1349,,01/01/2019,12/31/2019,0.5530,,Yes,
JOHNSTON HEALTH,340090,NC,2022,07/01/2018,12/31/2019,-0.9069,,1.3784,,2.1907,,-0.7568,,-1.4021,,0.3596,,01/01/2019,12/31/2019,0.1438,,No,
"MOSES H. CONE MEMORIAL HOSPITAL, THE",340091,NC,2022,07/01/2018,12/31/2019,-0.3822,,0.4432,,0.3125,,1.2553,,-0.2651,,-0.8383,,01/01/2019,12/31/2019,0.0876,,No,
LEXINGTON MEMORIAL HOSPITAL INC,340096,NC,2022,07/01/2018,12/31/2019,-0.4828,,0.4471,,0.0691,,N/A,5,N/A,5,0.9524,,01/01/2019,12/31/2019,0.2465,,No,
HUGH CHATHAM MEMORIAL HOSPITAL,340097,NC,2022,07/01/2018,12/31/2019,-0.3018,,N/A,5,-1.4169,,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,0.1213,,No,
CAROLINAS MEDICAL CENTER-PINEVILLE,340098,NC,2022,07/01/2018,12/31/2019,0.7871,,0.2916,,1.0646,,0.2129,,1.3311,,-0.1410,,01/01/2019,12/31/2019,0.5910,,Yes,
VIDANT ROANOKE CHOWAN HOSPITAL,340099,NC,2022,07/01/2018,12/31/2019,-0.6348,,N/A,5,1.8690,,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.1424,,No,
VIDANT EDGECOMBE HOSPITAL,340107,NC,2022,07/01/2018,12/31/2019,0.5428,,-1.2914,,1.2013,,-1.3575,,N/A,5,-0.2977,,01/01/2019,12/31/2019,-0.2405,,No,
SENTARA ALBEMARLE MEDICAL CENTER,340109,NC,2022,07/01/2018,12/31/2019,-0.4830,,N/A,5,-1.4169,,-1.3575,,N/A,5,0.8971,,01/01/2019,12/31/2019,-0.5901,,No,
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,NC,2022,07/01/2018,12/31/2019,-0.9151,,0.9610,,-0.3552,,-0.2170,,-0.3548,,-0.0735,,01/01/2019,12/31/2019,-0.1591,,No,
REX HOSPITAL,340114,NC,2022,07/01/2018,12/31/2019,-0.5962,,0.0455,,-0.0032,,0.4244,,-0.3386,,1.2319,,01/01/2019,12/31/2019,0.1273,,No,
FIRSTHEALTH MOORE REGIONAL HOSPITAL,340115,NC,2022,07/01/2018,12/31/2019,1.6859,,0.0258,,0.2924,,0.3161,,0.1241,,0.0463,,01/01/2019,12/31/2019,0.4151,,Yes,
FRYE REGIONAL MEDICAL CENTER,340116,NC,2022,07/01/2018,12/31/2019,0.5769,,0.5692,,-0.5181,,-1.3575,,1.6503,,0.2337,,01/01/2019,12/31/2019,0.1924,,No,
STANLY REGIONAL MEDICAL CENTER,340119,NC,2022,07/01/2018,12/31/2019,-0.1027,,N/A,5,-1.4169,,N/A,5,N/A,5,-0.8629,,01/01/2019,12/31/2019,-0.7942,,No,
VIDANT DUPLIN HOSPITAL,340120,NC,2022,07/01/2018,12/31/2019,-0.6712,,N/A,5,N/A,5,N/A,5,N/A,5,1.5268,,01/01/2019,12/31/2019,0.4278,,Yes,
RANDOLPH HOSPITAL,340123,NC,2022,07/01/2018,12/31/2019,-0.2605,,N/A,5,N/A,5,-0.4014,,2.1722,,0.2675,,01/01/2019,12/31/2019,0.4444,,Yes,
WILSON MEDICAL CENTER,340126,NC,2022,07/01/2018,12/31/2019,1.2166,,0.4885,,2.1907,,-1.3575,,N/A,5,2.0828,,01/01/2019,12/31/2019,0.9242,,Yes,
GRANVILLE HEALTH SYSTEMS,340127,NC,2022,07/01/2018,12/31/2019,2.3958,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,0.3672,,Yes,
LAKE NORMAN REGIONAL MEDICAL CENTER,340129,NC,2022,07/01/2018,12/31/2019,-0.3594,,0.2069,,0.6604,,0.2704,,N/A,5,0.4978,,01/01/2019,12/31/2019,0.2552,,No,
ATRIUM HEALTH UNION,340130,NC,2022,07/01/2018,12/31/2019,1.7536,,0.4944,,-1.4169,,0.1519,,-0.3207,,-0.7461,,01/01/2019,12/31/2019,-0.0140,,No,
CAROLINA EAST MEDICAL CENTER,340131,NC,2022,07/01/2018,12/31/2019,0.3300,,-1.2914,,0.1878,,-0.5215,,-1.4021,,-0.6878,,01/01/2019,12/31/2019,-0.5642,,No,
MARIA PARHAM MEDICAL CENTER,340132,NC,2022,07/01/2018,12/31/2019,-1.0849,,-1.2914,,-1.4169,,-1.3575,,N/A,5,1.3179,,01/01/2019,12/31/2019,-0.7666,,No,
MARTIN GENERAL HOSPITAL,340133,NC,2022,07/01/2018,12/31/2019,-0.1847,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.9231,,No,
NOVANT HEALTH NEW HANOVER REGIONAL MEDICAL CENTER,340141,NC,2022,07/01/2018,12/31/2019,-0.1462,,0.3920,,-0.0053,,-0.4048,,-0.1682,,1.2565,,01/01/2019,12/31/2019,0.1540,,No,
CARTERET GENERAL HOSPITAL,340142,NC,2022,07/01/2018,12/31/2019,0.7101,,N/A,5,N/A,5,-0.3963,,N/A,5,-0.4758,,01/01/2019,12/31/2019,-0.0540,,No,
CATAWBA VALLEY MEDICAL CENTER,340143,NC,2022,07/01/2018,12/31/2019,-1.4951,,1.3371,,-0.0133,,-1.3575,,-1.4021,,-0.7308,,01/01/2019,12/31/2019,-0.6103,,No,
DAVIS REGIONAL MEDICAL CENTER,340144,NC,2022,07/01/2018,12/31/2019,0.6032,,N/A,5,N/A,5,N/A,5,N/A,5,-1.0902,,01/01/2019,12/31/2019,-0.2435,,No,
ATRIUM HEALTH LINCOLN,340145,NC,2022,07/01/2018,12/31/2019,-0.4216,,-1.2914,,-1.4169,,0.1503,,-1.4021,,-0.9028,,01/01/2019,12/31/2019,-0.8808,,No,
NASH GENERAL HOSPITAL,340147,NC,2022,07/01/2018,12/31/2019,0.1393,,1.7860,,0.8534,,0.3905,,-0.6955,,0.0924,,01/01/2019,12/31/2019,0.4277,,Yes,
NOVANT HEALTH MEDICAL PARK HOSPITAL,340148,NC,2022,07/01/2018,12/31/2019,-0.8743,,N/A,5,N/A,5,-0.7348,,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.0902,,No,
HALIFAX REGIONAL MEDICAL CENTER INC,340151,NC,2022,07/01/2018,12/31/2019,1.0218,,2.2860,,0.4512,,N/A,5,-1.4021,,0.2951,,01/01/2019,12/31/2019,0.5304,,Yes,
DUKE REGIONAL HOSPITAL,340155,NC,2022,07/01/2018,12/31/2019,-1.2476,,-0.3443,,0.0329,,-0.6366,,-0.0822,,0.6975,,01/01/2019,12/31/2019,-0.2634,,No,
CHEROKEE INDIAN HOSPITAL AUTHORITY,340156,NC,2022,07/01/2018,12/31/2019,0.0758,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0758,,No,
NOVANT HEALTH BRUNSWICK MEDICAL CENTER,340158,NC,2022,07/01/2018,12/31/2019,-0.9959,,N/A,5,N/A,5,-0.4251,,N/A,5,-0.5588,,01/01/2019,12/31/2019,-0.6599,,No,
